ticket_id,created_at,category,priority,team,sla_min,resolution_min,rollback,sla_breached
T-00784,2026-08-25 15:44:00,incident,P4,identity,480,0,0,0
T-00785,2026-08-20 11:22:00,incident,P3,payments,480,362,0,0
T-00786,2026-08-21 09:01:00,incident,P3,platform,480,354,0,0
T-00787,2026-08-04 09:29:00,service_request,P2,payments,480,151,0,0
T-00788,2026-08-13 11:43:00,service_request,P1,data,480,49,0,0
T-00789,2026-08-14 09:08:00,incident,P3,payments,480,345,0,0
T-00790,2026-08-27 15:34:00,service_request,P1,payments,120,23,0,0
T-00791,2026-08-17 17:38:00,incident,P3,platform,480,348,0,0
T-00792,2026-08-28 16:44:00,incident,P2,frontend,1440,133,0,0
T-00793,2026-08-10 00:26:00,service_request,P2,platform,480,48,0,0
T-00794,2026-08-29 15:39:00,service_request,P3,payments,480,469,0,0
T-00795,2026-09-07 11:34:00,service_request,P2,data,480,99,0,0
T-00796,2026-08-14 10:49:00,service_request,P3,data,480,290,0,0
T-00797,2026-08-27 10:23:00,service_request,P2,identity,480,140,0,0
T-00798,2026-08-19 14:20:00,incident,,data,120,71,0,0
T-00799,2026-08-19 17:55:00,change,P4,data,120,1239,0,1
T-00800,2026-09-12 10:36:00,problem,P1,data,1440,52,0,0
T-00801,2026-08-24 16:21:00,problem,P3,identity,1440,288,0,0
T-00802,2026-09-08 17:29:00,service_request,P3,identity,480,330,0,0
T-00803,2026-08-18 14:57:00,incident,P2,data,30,168,0,1
T-00804,2026-08-06 07:39:00,service_request,P3,frontend,1440,332,0,0
T-00805,2026-08-18 10:27:00,incident,P3,frontend,1440,424,0,0
T-00806,2026-08-20 14:17:00,change,P3,data,480,458,0,0
T-00807,2026-08-20 15:25:00,service_request,P2,identity,1440,109,0,0
T-00808,2026-09-14 16:19:00,incident,P2,frontend,1440,139,0,0
T-00809,2026-08-19 11:22:00,incident,P1,platform,480,43,0,0
T-00810,2026-09-10 11:18:00,service_request,P3,data,480,301,0,0
T-00811,2026-09-14 15:15:00,incident,P3,data,120,255,0,1
T-00812,2026-09-09 17:54:00,problem,P2,data,1440,116,0,0
T-00813,2026-09-01 12:09:00,incident,P3,platform,480,2101,0,1
T-00814,2026-08-11 11:51:00,incident,P4,data,480,1119,0,1
T-00815,2026-09-12 17:44:00,change,P4,data,480,1213,0,1
T-00816,2026-08-27 17:39:00,incident,P3,data,480,331,0,0
T-00817,2026-08-10 08:57:00,service_request,P3,platform,1440,353,0,0
T-00818,2026-09-02 17:10:00,incident,P3,data,1440,318,0,0
T-00819,2026-09-07 16:47:00,change,P2,frontend,1440,175,0,0
T-00820,2026-08-07 16:38:00,incident,P1,identity,120,9,0,0
T-00821,2026-08-20 10:33:00,service_request,P3,identity,480,395,0,0
T-00822,2026-08-06 09:38:00,incident,P3,platform,480,288,0,0
T-00823,2026-08-24 17:53:00,incident,P1,payments,30,51,0,1
T-00824,2026-08-18 15:58:00,incident,P3,payments,480,331,0,0
T-00825,2026-08-11 10:49:00,incident,P3,identity,480,351,0,0
T-00826,2026-08-18 18:28:00,service_request,P2,data,480,189,0,0
T-00827,2026-08-23 10:35:00,incident,P2,,120,75,0,0
T-00828,2026-09-03 10:05:00,service_request,P4,platform,480,1219,0,1
T-00829,2026-08-19 14:35:00,incident,P4,identity,480,1225,0,1
T-00830,2026-08-20 07:24:00,change,P2,frontend,480,-13,0,0
T-00831,2026-09-10 17:10:00,service_request,P3,platform,120,380,0,1
T-00832,2026-08-15 17:06:00,incident,P3,identity,120,359,0,1
T-00833,2026-08-27 08:41:00,incident,P3,identity,480,420,0,0
T-00834,2026-09-03 18:06:00,change,P3,payments,1440,386,0,0
T-00835,2026-08-08 09:46:00,problem,P3,platform,1440,421,0,0
T-00836,2026-08-28 12:59:00,problem,P4,frontend,480,1185,0,1
T-00837,2026-08-05 20:54:00,incident,P3,payments,480,300,0,0
T-00838,2026-09-14 09:21:00,service_request,P3,payments,120,340,0,1
T-00839,2026-08-23 12:24:00,change,P2,identity,480,0,0,0
T-00840,2026-08-18 09:17:00,service_request,P4,identity,120,1184,0,1
T-00841,2026-08-23 12:32:00,problem,P2,payments,480,104,0,0
T-00842,2026-09-01 16:28:00,change,P2,identity,120,71,0,0
T-00843,2026-09-01 12:07:00,change,P1,frontend,480,-18,0,0
T-00844,2026-09-02 10:01:00,incident,P1,frontend,120,63,0,0
T-00845,2026-09-08 16:51:00,service_request,P1,frontend,120,72,0,0
T-00846,2026-08-03 12:36:00,service_request,P2,platform,480,39,0,0
T-00847,2026-08-11 16:09:00,service_request,P2,data,120,55,0,0
T-00848,2026-08-13 14:17:00,incident,P3,platform,480,389,0,0
T-00849,2026-09-14 21:39:00,incident,P1,identity,120,36,0,0
T-00850,2026-08-23 14:06:00,service_request,P2,identity,120,142,0,1
T-00851,2026-09-07 18:56:00,service_request,,frontend,1440,321,0,0
T-00852,2026-08-06 12:47:00,incident,P3,identity,120,259,0,1
T-00853,2026-08-05 16:54:00,change,P3,frontend,120,352,0,1
T-00854,2026-08-21 15:55:00,incident,P3,payments,1440,422,0,0
T-00855,2026-09-02 14:01:00,incident,P3,identity,1440,354,0,0
T-00856,2026-09-07 08:36:00,incident,P3,identity,480,2079,0,1
T-00857,2026-09-03 12:15:00,incident,P3,identity,480,389,0,0
T-00858,2026-09-06 07:32:00,service_request,P3,frontend,1440,336,0,0
T-00859,2026-08-14 07:49:00,change,P3,identity,1440,419,1,0
T-00860,2026-08-05 11:34:00,service_request,P3,data,1440,226,0,0
T-00861,2026-08-15 11:09:00,service_request,P4,frontend,480,1144,0,1
T-00862,2026-09-03 17:38:00,problem,P3,platform,480,417,0,0
T-00863,2026-08-11 10:05:00,service_request,P4,platform,120,1139,0,1
T-00864,2026-08-21 08:17:00,service_request,P3,identity,1440,369,0,0
T-00865,2026-09-06 18:25:00,problem,P2,frontend,120,99,0,0
T-00866,2026-08-25 12:42:00,incident,P2,frontend,1440,130,0,0
T-00867,2026-08-06 15:26:00,incident,P3,data,120,361,0,1
T-00868,2026-09-08 13:40:00,service_request,P3,identity,120,244,0,1
T-00869,2026-08-21 07:08:00,service_request,P1,identity,1440,-39,0,0
T-00870,2026-08-25 12:22:00,incident,P2,data,480,137,0,0
T-00871,2026-08-10 17:22:00,service_request,P1,data,1440,-15,0,0
T-00872,2026-08-22 09:45:00,service_request,P3,platform,120,376,0,1
T-00873,2026-09-01 12:01:00,incident,P3,data,480,396,0,0
T-00874,2026-09-09 12:03:00,incident,P3,identity,120,412,0,1
T-00875,2026-08-26 10:04:00,change,P4,payments,1440,1157,0,0
T-00876,2026-08-03 16:22:00,incident,P3,frontend,480,327,0,0
T-00877,2026-08-16 12:54:00,change,P2,frontend,120,169,0,1
T-00878,2026-08-12 07:24:00,change,P2,identity,480,166,0,0
T-00879,2026-08-17 11:56:00,incident,P4,,120,1218,0,1
T-00880,2026-08-06 12:49:00,service_request,P2,platform,120,105,0,0
T-00881,2026-08-14 11:30:00,problem,P1,data,480,43,0,0
T-00882,2026-09-11 14:36:00,incident,P3,data,120,327,0,1
T-00883,2026-08-01 16:08:00,incident,P4,platform,1440,1129,0,0
T-00884,2026-08-24 16:53:00,incident,P4,data,1440,1253,0,0
T-00885,2026-08-14 11:30:00,incident,P2,frontend,120,153,0,1
T-00886,2026-08-05 10:30:00,incident,P1,data,120,16,0,0
T-00887,2026-08-12 15:32:00,incident,P3,identity,480,314,0,0
T-00888,2026-09-13 15:09:00,incident,P4,platform,1440,1171,0,0
T-00889,2026-08-24 03:49:00,change,P3,data,480,309,0,0
T-00890,2026-09-08 16:53:00,service_request,P3,identity,480,392,0,0
T-00891,2026-09-01 12:40:00,incident,P4,data,120,1226,0,1
T-00892,2026-08-23 16:28:00,service_request,,frontend,480,344,0,0
T-00893,2026-08-19 13:31:00,incident,P3,frontend,480,437,0,0
T-00894,2026-08-28 09:29:00,service_request,P2,payments,480,74,0,0
T-00895,2026-09-12 09:08:00,incident,P3,frontend,480,357,0,0
T-00896,2026-08-18 18:52:00,problem,P3,frontend,480,347,0,0
T-00897,2026-09-14 12:58:00,incident,P3,identity,480,263,0,0
T-00898,2026-09-07 09:33:00,service_request,P4,payments,1440,1249,0,0
T-00899,2026-08-27 14:34:00,service_request,P3,frontend,120,407,0,1
T-00900,2026-08-07 09:06:00,service_request,P4,identity,480,1183,0,1
